NAME	FMISID	LPNN	WMO	LATITUDE	LONGITUDE	ELEVATION	GROUPS	STARTYEAR	ENDYEAR
Kittilä Köngäs	106078			66.88	24.82		Precipitation	1939	1940
Kittilä Levitunturi	101981	8306	2723	67.78	24.85	522	Weather	1995	2016
Kittilä Lompolonvuoma	778135	8303	2764	68	24.21	270	Weather	2013	
Kittilä Matorova	101985	8310	2882	68	24.24	340	Weather;Air quality	1995	
Kittilä Pallasjärvi	101984	8309	5822	68.02	24.16	303	Weather	1996	2002
Kittilä Pallasjärvi	101978	8302		68.02	24.16	290	Weather	1936	1973
Kittilä parish	101990	8315	2860	67.65	24.9	181	Weather	2009	
Kittilä Pokka	101991	8401		68.15	25.8		Precipitation	1949	1979
Kittilä Pokka	101994	8404	2717	68.17	25.78	276	Weather	1971	
Kittilä Pulju	101980	8305		68.23	24.83	277	Precipitation	1974	
Kittilä Sirkka	101989	8314		67.9	24.56		Precipitation	1949	1960
Kittilä Tepsa	101995	8405		67.56	25.69	205	Precipitation	1977	2009
Kiukainen Mäkelä	101082	1118		61.18	22.08		Precipitation	1967	1983
Kiukainen Panelia	105452			61.25	21.98		Precipitation	1922	1966
Kiuruvesi Hautajoki Lappala	101719	4511		63.62	26.68		Precipitation	1968	1996
Kiuruvesi Hautakylä	106128			63.67	26.62		Precipitation	1939	1948
Kiuruvesi Korpijoki	101712	4504		63.73	26.37	110	Precipitation	1958	
Kiuruvesi Lapinsalo	101720	4512		63.93	26.61	180	Precipitation	1936	1996
Kiuruvesi Niemiskylä Honkaperä	101711	4503		63.7	26.23	217	Precipitation	1967	1969
Kiuvaniemi As	106343			65.6	25.2		Precipitation	1963	1964
Kivennapa Kirkonkylä	106311			60.35	29.73		Precipitation	1923	1945
Kivennapa Liikola	106108			60.17	29.17		Precipitation	1939	1940
Kivennapa Lipola	105436			60.48	30.03		Precipitation	1931	1938
Kivennapa Tonteri	106304			60.28	30		Precipitation	1931	1934
Kivennapa Vehmainen	105803			60.4	29.95		Precipitation	1930	1932
Kivijärvi Kannonkoski	106402			62.97	25.25		Precipitation	1931	1932
Kivijärvi Kirkonkylä	106111			63.12	25.07		Precipitation	1922	1950
Kivijärvi Peltokangas	101549	3413		63.12	25.08	138	Precipitation	1968	1990
Kivijärvi Pudasjärvi	106084			62.97	25.23		Precipitation	1922	1935
Kivijärvi Risuperä	101534	3315		63.19	24.78	202	Precipitation	2001	2005
Kodisjoki	105725			61.03	21.53		Precipitation	1943	1961
Koijärvi Matku	106041			60.98	23.5		Precipitation	1928	1948
Koijärvi Raitoo	105873			60.98	23.65		Precipitation	1934	1956
Koivisto Kauppala	106095			60.37	28.63		Precipitation	1923	1945
Koivisto Patala	106092			60.33	28.6		Precipitation	1936	1940
Koivulahti	105722			63.18	21.83		Precipitation	1922	1928
Koivulahti Kirkonkylä	105458			63.18	21.83		Precipitation	1942	1951
Koivulahti Köklot	105456			63.3	21.67		Precipitation	1935	1950
Koivulahti Vassor	105581			63.15	21.98		Precipitation	1941	1955
Kokemäki	105482			61.27	22.42		Precipitation	1922	1930
Kokemäki Askola	101086	1122		61.27	22.28	35	Precipitation	1967	2009
Kokemäki Hyrkölä	105624			61.27	22.25		Precipitation	1933	1966
Kokemäki Kartano	101078	1114		61.23	22.28	40	Precipitation	1965	1995
Kokemäki Rausenkulma	101068	1104	2762	61.26	22.23	38	Precipitation	1931	
Kokemäki Tulkkila	101103	1140	2937	61.25	22.35	38	Weather	2010	
Kokemäki Vähäaskola	106189			61.25	22.23		Precipitation	1933	1942
Kokkola Halkokari 2	104320			63.86	23.13	5	Air quality (urban)	1998	2000
Kokkola Hollihaka	101675	4214	2852	63.84	23.12	6	Weather	2007	2018
Kokkola keskusta Pitkänsillankatu	103107			63.84	23.13	10	Air quality (urban)	1998	
Kokkola Korplax	101667	4206		63.88	23.23	9	Precipitation	1952	2015
Kokkola Kälviä	101668	4207		63.87	23.43	10	Precipitation	1967	2009
Kokkola Närvilä	106357			63.85	23.13		Precipitation	1934	1935
Kokkola Rautatienkatu	104023			63.83	23.13	3	Air quality (urban)	2003	2006
Kokkola Tankar	101661	4109	2721	63.95	22.85	5	Weather	1996	
Kokkola Tehtaankatu, Rosso	104256			63.84	23.13	15	Air quality (urban)	1992	1997
Kokkola Ykspihlaja	103108			63.84	23.04	7	Air quality (urban)	1990	
Kolari Kattilamaa	101913	7306		67.38	24.01	173	Precipitation	1968	
Kolari Kelloniemi	101904	7203		67.23	23.58	125	Precipitation	1936	1993
Kolari Kirkonkylä	105625			67.35	23.87		Precipitation	1936	1953
Kolari Kirkonkylä Kelloniemi	105612			67.23	23.58		Precipitation	1936	1950
Kolari Kirkonkylä Lehtola A	105811			67.32	23.8		Precipitation	1936	1937
Kolari Kirkonkylä Lehtola B	106337			67.32	23.8		Precipitation	1936	1937
Kolari Kolarinkylä Alanko	105947			67.37	23.78		Precipitation	1935	1941
Kolari Kolarinkylä Seppälä B	105912			67.35	23.87		Precipitation	1936	1943
Kolari Rautuvaara	101905	7204		67.48	23.9	213	Weather	1977	1984
Kolari Ruokojärvi	106016			67.18	24.43		Precipitation	1926	1933
Kolari Sieppijärvi	106230			67.17	23.97		Precipitation	1936	1939
Kolari Sieppijärvi Hietala	106275			67.1	23.65		Precipitation	1944	1945
Kolari Teuravuoma	101902	7201		67.28	23.77	148	Precipitation	1955	2007
Kolari tulli	101906	7205		67.3	23.75	146	Weather	1983	1993
Kolari Venejärvi	101917	7310		67.28	24.2	201	Precipitation	1995	2008
Kolari Äkäsjoki	101973	8205		67.52	23.86		Precipitation	1961	1971
Kolisjoki	106376			61.02	21.68		Precipitation	1942	1943
Konginkangas Kirkonkylä	105932			62.82	25.78		Precipitation	1935	1945
Konnevesi Hytölä	101554	3501		62.6	26.23	95	Weather	1959	1968
Konnevesi Lahdenkylä	105596			62.57	26.28		Precipitation	1942	1966
Konnevesi Lahdenkylä	101559	3506		62.57	26.28	93	Precipitation	1942	2008
Konnevesi Mertajärvi Särkisalo	101563	3510		62.75	26.16	114	Precipitation	1968	1996
Kontiolahti	105796			62.68	29.95		Precipitation	1924	1930
Kontiolahti Paihola	101623	3816		62.7	29.87	88	Precipitation	1973	1998
Kontiolahti Pohjankylä	105449			62.75	29.62		Precipitation	1934	1966
Kontiolahti Puso	105457			62.98	29.87		Precipitation	1942	1947
Kontiolahti Varparanta	106390			62.87	29.77		Precipitation	1942	1943
Korpilahti	106352			61.58	25.82		Precipitation	1924	1927
Korpilahti Hirvimäki	106057			61.97	25.37		Precipitation	1931	1941
Korpilahti Kirkonkylä	105915			62.02	25.57		Precipitation	1923	1944
Korpilahti Muuratjärvi Varrasmäki	101350	2412		62.13	25.38	184	Precipitation	1961	2009
Korpilahti Raidanlahti	105786			61.95	25.7		Precipitation	1936	1943
Korpilahti Ylä-Muuratjärvi Parkkola	101353	2415		62.15	25.36	204	Precipitation	1965	1998
Korpilahti Ylä-Muuratjärvi Rinteelä	101351	2413		62.15	25.38	199	Precipitation	1967	2002
Korpiselkä Kirkonkylä	106056			62.35	31.02		Precipitation	1943	1945
Korpiselkä Korpiselkä	106229			62.35	31.02		Precipitation	1942	1943
Korpiselkä Tolvajärvi	105851			62.28	31.47		Precipitation	1942	1943
Korpiselkä Tsiipakka	106296			62.3	30.92		Precipitation	1934	1937
Korppoo Korpogård	100911	5		60.17	21.56	7	Precipitation	1959	2008
Korsnäs Bredskäret	101479	3018	2780	62.93	21.19	1	Weather	1991	
Korsnäs Harrström	105465			62.72	21.18		Precipitation	1942	1947
Korsnäs kirkonkylä	101483	3022		62.8	21.3		Precipitation	1900	1965
Korsnäs Korsbäck	105640			62.8	21.3		Precipitation	1939	1940
Kortesjärvi Purmojärvi	106259			63.25	23.3		Precipitation	1942	1948
Kortesjärvi Saarijärvi	105477			63.35	23.17		Precipitation	1934	1966
Kortesjärvi Saarijärvi	101512	3210		63.35	23.16	85	Precipitation	1934	1997
Koskenpää Moiskala	105829			62.03	25.15		Precipitation	1945	1948
Koskenpää Riihijärvi	106258			62.12	25.37		Precipitation	1935	1939
Koskenpää Seppola	106260			62.1	24.95		Precipitation	1941	1943
Koski	106256			60.63	23.05		Precipitation	1923	1929
Koski Hl Hyrkkälä	101163	1412		61.08	25.23	108	Weather	1969	1976
Koski Hl Hyväneula	105715			61	25.17		Precipitation	1935	1945
Koski Hl Toijala	101175	1424		61.02	25.13	135	Precipitation	1971	1983
Koski Sorvasto	101110	1207		60.7	23.13	89	Precipitation	1957	2008
Koski Tl	105753			60.65	23.12		Precipitation	1942	1951
Kotka Haapasaari	101042	601	2967	60.29	27.18	4	Weather	1986	
Kotka Hakalanmäki	104155			60.51	26.96	10	Air quality (urban)	1989	1999
Kotka HaminaKotka Satama Oy/siirrettävä	104072			60.43	26.92	3	Air quality (urban)	2013	2013
Kotka Kirjastotalo	103105			60.47	26.94	25	Air quality (urban)	1983	
Kotka Kuusenkari	100761			60.27	27.11	0	Buoy	2014	
Kotka Pookinmäki	101040	511	2977	60.45	26.95	23	Weather	1994	2007
Kotka Rankki	101030	501	2976	60.38	26.96	11	Weather	1933	
Kotka Rauhala	103106			60.51	26.95	6	Air quality (urban)	1999	
Kotka Sunila	101192	1502		60.5	26.96	14	Weather	1954	1993
Kotka/Kirkkokatu/siirrettävä	104082			60.47	26.95	4	Air quality (urban)	2014	2014
Kouvola Anjala	101194	1504	2830	60.7	26.81	33	Weather	1941	
Kouvola Inkeroinen	104278			60.7	26.82	25	Air quality (urban)	1992	2001
Kouvola Inkeroinen tehtaanmäen koulu	105409			60.71	26.83	35	Air quality (urban)	2018	
Kouvola Kaipiainen	101234	1615	2954	60.9	27.11	139	Radar	1994	
Kouvola keskusta	101202	1512		60.87	26.73	70	Precipitation	1967	1979
Kouvola Kuusankoski Mäkikylä	104042			60.89	26.59	60	Air quality (urban)	2007	
Kouvola Kuusankoski Urheilukentäntie	103112			60.91	26.63	55	Air quality (urban)	1991	
Kouvola Käsityöläisenkatu	103111			60.87	26.71	75	Air quality (urban)	2006	
Kouvola Lappakosken koulu	104166			60.93	26.68	63	Air quality (urban)	1991	2005
Kouvola Myllykoski, Paperitehtaantie 5	104277			60.77	26.79	40	Air quality (urban)	1992	1997
Kouvola Myllykoski, Pappilantie 7	104321			60.77	26.78	44	Air quality (urban)	1997	2005
Kouvola Ravikylä	103978			60.89	26.7	64	Air quality (urban)	1996	2000
Kouvola Tornionmäki	101203	1513		60.88	26.78	75	Precipitation	1967	1994
Kouvola Ummeljoki	104279			60.77	26.76	50	Air quality (urban)	1992	1995
Kouvola Utti airport	101191	1501	2966	60.9	26.95	102	Weather	1944	
Kouvola Utti Lentoportintie	101219	1529	2956	60.89	26.93	99	Weather	2008	
Kouvola Voikoski	101211	1521		61.25	26.78	90	Precipitation	1968	
Kristiina	106185			62.27	21.38		Precipitation	1945	1946
Kristiinankaupunki	104365			62.27	21.36	15	Air quality (urban)	1993	2003
Kristiinankaupunki Karhusaari	101263	2009	2932	62.26	21.32	1	Weather	1974	2013
Kristiinankaupunki keskusta	101260	2006		62.27	21.4	5	Precipitation	1952	1978
Kristiinankaupunki lighthouse	101268	2014	2752	62.2	21.17	0	Weather	1997	
Kristiinankaupunki3	104024			62.27	21.39	5	Air quality (urban)	2003	2010
Kruunupyy kk	101666	4205		63.72	23.06	8	Precipitation	1908	1982
Kruunupyy Kokkola-Pietarsaari airport	101662	4201	2903	63.72	23.14	25	Weather	1960	
Kruunupyy Teerijärvi keskusta	101674	4213		63.55	23.5		Precipitation	1900	1965
Kuhmalahti Haapasaari	105960			61.5	24.4		Precipitation	1944	1945
Kuhmalahti Kivisalmi	105665			61.53	24.5		Precipitation	1942	1944
Kuhmalahti Puntari	101333	2319		61.5	24.62	103	Precipitation	1968	2005
Kuhmalahti Vehkajärvi	105855			61.5	24.82		Precipitation	1942	1953
Kuhmalahti Vehkajärvi	101319	2305		61.5	24.81	120	Precipitation	1942	1999
Kuhmalahti Vähä-Pento	105634			61.5	24.62		Precipitation	1942	1966
Kuhmo	106156			64.13	29.5		Precipitation	1942	1966
Kuhmo Apaja	101771	4811		64.07	29.22	190	Precipitation	1997	
Kuhmo Härmänkylä	101769	4809		64.43	29.11	210	Precipitation	1985	2009
Kuhmo Jonkeri	101766	4806		63.77	29.85		Precipitation	1946	1988
Kuhmo Kalliojoki	101773	4901	2799	64.3	30.17	196	Precipitation;Weather	1997	
Kuhmo Katerma	105770			64.1	28.97		Precipitation	1942	1952
Kuhmo keskusta	101762	4802	2712	64.12	29.47	172	Weather	1957	2008
Kuhmo kirkonkylä	101764	4804		64.13	29.51	165	Precipitation	1908	1981
Kuhmo Korpisalmi	105664			64.08	29.38		Precipitation	1942	1951
Kuhmo Korpisalmi	105976			64.13	29.58		Precipitation	1952	1959
Kuhmo Lentiira	105798			64.38	29.75		Precipitation	1942	1948
Kuhmo Lentiira	103971	4813		64.38	29.87	183	Precipitation	1934	1941
Kuhmo Matovaara	105899			63.77	29.88		Precipitation	1937	1940
Kuhmo Paloniemi	101767	4807		64.1	29.31	163	Precipitation	1968	1997
Kuhmo Sumsa	101768	4808		64.27	29.83	181	Precipitation	1968	1997
Kuhmo Vieksi	105961			64.28	29.02		Precipitation	1942	1951
Kuhmoinen Lästilä	101345	2407		61.67	25.26	100	Precipitation	1911	1997
Kuhmoinen Puukkoinen Kiviniemi	101357	2419		61.67	25.16	125	Precipitation	1968	1996
Kuhmoniemi Matovaara	105846			63.77	29.88		Precipitation	1934	1937
Kuivaniemi As	105801			65.6	25.2		Precipitation	1942	1966
Kuivaniemi Kontioaho	105772			65.7	25.75		Precipitation	1946	1966
Kuivaniemi Oijärvi	101857	6406		65.65	25.95	101	Precipitation	1968	2005
Kuivaniemi Oijärvi	106216			65.67	25.83		Precipitation	1942	1943
Kullaa	106292			61.5	22.07		Precipitation	1922	1931
Kullaa Levanpelto	106090			61.45	22.18		Precipitation	1941	1950
Kullaa Saarijärvi	101085	1121		61.47	22.15		Precipitation	1980	1980
Kullaa Saarijärvi	101288	2120		61.53	22.3		Precipitation	1970	1996
Kumlinge	106074			60.27	20.77		Precipitation	1924	1928
Kumlinge Bärö	100920	15	2990	60.3	20.75	3	Weather	1983	2000
Kumlinge parish	100928	23	2790	60.26	20.75	23	Weather	2000	
Kuolajärvi Kurtinkylä	106334			66.88	30.32		Precipitation	1935	1936
Kuolajärvi Tuutikylä	105992			66.55	29.68		Precipitation	1935	1936
Kuolajärvi Vuorikylä	106287			66.8	30.17		Precipitation	1935	1936
Kuolemajärvi Huumola	106031			60.57	28.95		Precipitation	1935	1940
Kuopio Haapaniemi 2	104301			62.89	27.67	115	Air quality (urban)	1993	1995
Kuopio Haminalahti	100882			62.85	27.53	108	Air quality (urban)	2012	
Kuopio Haminalahti	105704			62.87	27.53		Precipitation	1936	1964
Kuopio Haminalahti Suovu	106037			62.93	27.4		Precipitation	1936	1947
Kuopio Inkilänmäki	101571	3602	5167	62.9	27.68	119	Weather	1883	1998
Kuopio Itkonniemi	104236			62.9	27.72	92	Air quality (urban)	1984	2005
Kuopio Jynkänkylä	106374			62.87	27.63		Precipitation	1936	1937
Kuopio Karttula	101579	3610		62.85	27.27	131	Precipitation	1982	
Kuopio Kasarmipuisto	102102			62.89	27.67	112	Air quality (urban)	1994	
Kuopio Kehvo	106353			62.98	27.55		Precipitation	1936	1937
Kuopio Kelloniemi 3	103983			62.92	27.71	113	Air quality (urban)	1997	1997
Kuopio keskusta	101584	3615	5718	62.89	27.69	88	Weather	2001	2005
Kuopio Maaherrankatu	103093			62.89	27.69	87	Air quality (urban)	2004	
Kuopio Maaninka	101572	3603	2788	63.14	27.31	90	Weather	1930	
Kuopio Pappilankylä	105810			62.93	27.68		Precipitation	1936	1940
Kuopio Puijo	101587	3618		62.91	27.66	230	Air quality	2010	
Kuopio Puistokatu	104006			62.89	27.67	112	Air quality (urban)	2001	2001
Kuopio Puutossalmi	105471			62.72	27.73		Precipitation	1936	1966
Kuopio Ranta-Toivala	106325			62.95	27.78		Precipitation	1936	1938
Kuopio Riistavesi	101601	3714		62.93	28.06	95	Precipitation	1968	1989
Kuopio Ritoniemi	101580	3611	2732	62.8	27.9	86	Weather	1980	
Kuopio Rytky	101582	3613	2918	62.86	27.38	268	Radar	1995	
Kuopio Savilahti	105904			62.88	27.88		Precipitation	1942	1960
Kuopio Savilahti	101586	3617	2955	62.89	27.63	87	Weather	2005	
Kuopio Sorsasalo	103094			62.96	27.7	90	Air quality (urban)	1991	
Kuopio Särkiniemi	104124			62.88	27.63	96	Air quality (urban)	1985	1998
Kuopio Tasavallankatu	103095			62.88	27.66	107	Air quality (urban)	2009	
Kuopio Vaajasalo	105760			62.92	27.8		Precipitation	1936	1945
Kuopio Vehmasmäki	101581	3612	2837	62.74	27.54	190	Mast	1990	
Kuopio Vehmersalmi	106146			62.77	28		Precipitation	1926	1927
Kuopio Väänälänranta	105614			63.02	27.43		Precipitation	1936	1955
Kuopio-Siilinjärvi lentoas. Sade	101585	3616		63.02	27.8	94	Precipitation	2005	2006
Kuorevesi Kaltila	105647			61.98	24.65		Precipitation	1922	1966
Kuorevesi Särkilahti	105677			61.95	24.68		Precipitation	1927	1931
Kuortane	106397			62.78	23.6		Precipitation	1922	1924
Kuortane kk	101513	3211		62.8	23.5	90	Precipitation	1968	1980
Kurikka keskusta	101488	3103		62.62	22.39	62	Precipitation	1960	1999
Kurikka Luopa	106159			62.57	22.6		Precipitation	1924	1932
Kurikka Pyörni	101478	3017		62.73	21.96	73	Precipitation	1981	
Kurkijoki Elisenvaara	106349			61.42	29.77		Precipitation	1937	1940
Kuru Keihäslahti	106327			61.9	23.72		Precipitation	1935	1947
Kuru Länsi-Aure	101293	2201	2709	61.95	23.37	170	Weather	1958	2008
Kuru Riuttaskylä	101300	2208		62.07	23.65	207	Precipitation	1912	1995
Kustavi	105666			60.55	21.37		Precipitation	1923	1930
Kustavi Isokari	101059	1016	2964	60.72	21.03	5	Weather	1974	
Kustavi Kivimaa	101048	1005		60.55	21.36	7	Precipitation	1923	2008
Kuusamo airport	101886	6801	2869	65.99	29.23	264	Weather	1909	
Kuusamo Irni	101896	6811		65.67	29.16	240	Precipitation	1970	1976
Kuusamo Juuma	101899	6814	2749	66.32	29.4	298	Weather;Air quality	1989	
Kuusamo Kiutaköngäs	101887	6802	2811	66.37	29.31	165	Weather	1966	
Kuusamo kk Ronkainen	101890	6805		65.92	29.23	262	Precipitation	1958	1993
Kuusamo Kurvinen	101894	6809		65.58	29.51	235	Precipitation	1949	1998
Kuusamo Kärpänkylä	101889	6804		65.92	29.86	270	Precipitation	1952	1981
Kuusamo Maanselkä Kurkijärvi	101880	6702		65.94	28.97	310	Precipitation	1965	2009
Kuusamo Maanselkä Ronkainen	101888	6803		65.9	29.06	360	Precipitation	1967	1997
Kuusamo Nissinvaara	101892	6807		66.05	29.15	290	Precipitation	1947	1996
Kuusamo Paanajärvi	106307			66.27	29.95		Precipitation	1939	1940
Kuusamo Ruka Talvijärvi	806428	6817	2760	66.17	29.14	305	Weather	2013	
Kuusamo Rukajärvi Rukan huippu	101895	6810		66.17	29.15	350	Precipitation	1966	1993
Kuusamo Rukajärvi Rukatupa	101893	6808		66.17	29.13		Precipitation	1966	1977
Kuusamo Rukatunturi	101897	6812	2868	66.17	29.15	500	Weather	1990	
Kuusamo Teeriranta	101898	6813		65.52	29.52	225	Precipitation	1998	
Kuusamo Toranginaho	101891	6806		65.96	29.13	278	Precipitation	1966	2016
Kuusamo Virrankylä	106244			66.23	28.98		Precipitation	1948	1957
Kuusankoski	106067			60.9	26.65		Precipitation	1943	1958
Kuusankoski keskusta	101195	1505		60.9	26.65	61	Weather	1940	1991
Kuusjoki Kurkela	105942			60.52	23.23		Precipitation	1942	1957
Kuusjoki Kuttila	105683			60.55	23.27		Precipitation	1940	1966
Kuusjoki Raatala	105592			60.55	23.15		Precipitation	1952	1961
Kuusjärvi Kirkonkylä	106276			62.7	28.92		Precipitation	1942	1944
Kuusjärvi Outokumpu	105845			62.72	29.02		Precipitation	1931	1939
Kylmäkoski Hautaa	105836			61.15	23.7		Precipitation	1943	1963
Kylmäkoski Jokihaavisto	101112	1209		61.11	23.68	99	Precipitation	1945	2008
Kylmäkoski Kurisjärvi	106162			61.13	23.83		Precipitation	1947	1956
Kylmäkoski Nauli	101120	1218	5383	61.13	23.66	93	Weather	1987	2001
Kylmäkoski Raidisto	105686			61.15	23.62		Precipitation	1952	1966
Kymi Karhula	106130			60.53	26.92		Precipitation	1942	1952
Kyyjärvi kk	101529	3310		63.03	24.56	160	Precipitation	1968	2006
Käkisalmi Vuohensalmi	106295			60.95	30.3		Precipitation	1936	1940
Kälviä Jokikylä	105682			63.85	23.47		Precipitation	1925	1966
Kälviä Maunumäki	101669	4208		63.88	23.43	100	Precipitation	1961	2009
Kälviä Ridankylä	105602			63.77	23.45		Precipitation	1935	1966
Kälviä Ruotsalo	101670	4209		63.92	23.4	5	Precipitation	1965	2009
Kälviä Vuolle	105660			63.9	23.6		Precipitation	1942	1963
Kärkölä	105809			60.85	25.17		Precipitation	1922	1930
Kärkölä Hongisto	105966			60.78	25.38		Precipitation	1935	1944
Kärkölä Hähkäniemi	105820			60.85	25.27		Precipitation	1942	1966
Kärkölä Hähkäniemi	101157	1406		60.85	25.26	125	Precipitation	1942	1979
Kärkölä Järvelä	101179	1428		60.88	25.26	104	Precipitation	1980	2008
Kärkölä Lappila	101190	1439		60.83	25.15		Precipitation	1929	1965
Kärkölä Maavehmaa	105710			60.95	25.27		Precipitation	1941	1966
Kärsämäki kk	101701	4408		63.97	25.73	110	Precipitation	1907	1978
Kökar Bogskär	100921	16	2979	59.5	20.35	4	Weather	1982	
Kökar Karlby	100918	13		59.92	20.9	7	Precipitation	1977	1979
Köyliö Ehtamo	105982			61.15	22.27		Precipitation	1933	1953
Köyliö Kankaanpää	106242			61.08	22.38		Precipitation	1947	1948
Köyliö Karhia	106144			61.1	22.37		Precipitation	1947	1958
Köyliö Puolimatka	105812			61.08	22.32		Precipitation	1933	1957
Köyliö Vanhakartano	105974			61.12	22.33		Precipitation	1942	1966
Köyliö Voitoinen	105911			61.23	22.17		Precipitation	1933	1946
Köyliö Yttilä	101077	1113		61.11	22.37	46	Precipitation	1933	
Lahti Holma	104092			61.01	25.68	95	Air quality (urban)	2010	2014
Lahti Jalkaranta	101187	1436		60.99	25.6	94	Precipitation	1995	2009
Lahti Kisapuisto	103130			60.99	25.65	89	Air quality (urban)	1981	
Lahti Kujala	101158	1407		60.97	25.71	112	Precipitation	1939	1986
Lahti Laune	101152	1401	2965	60.96	25.63	78	Weather	1961	
Lahti Laune Pohjoinen Liipolankatu	103131			60.97	25.65	85	Air quality (urban)	2000	
Lahti Saimaankatu	103132			60.99	25.67	20	Air quality (urban)	2013	
Lahti Satulakatu	103133			60.98	25.59	20	Air quality (urban)	2011	
Lahti Sopenkorpi	104796	1441		60.97	25.62	100	Weather	2016	
Lahti Tori	104161			60.98	25.66	102	Air quality (urban)	1986	2013
Lahti Vesku 11	103134			60.98	25.66	99	Air quality (urban)	1990	
Laihia Jokikylä	106064			62.87	22.22		Precipitation	1939	1945
Laihia Kirkonkylä	105556			62.98	22		Precipitation	1942	1963
Laihia Poola	105522			62.87	21.87		Precipitation	1942	1966
Laitila Haukka	105548			60.83	21.75		Precipitation	1942	1966
Laitila Haukka	101050	1007		60.83	21.76	21	Precipitation	1942	
Laitila Katinhäntä	105504			60.85	21.92		Precipitation	1945	1958
Laitila Kirkonkylä	105826			60.9	21.7		Precipitation	1930	1957
Laitila Kirkonkylä Osuuskauppa	106193			60.9	21.7		Precipitation	1942	1946
Laitila Kodisjoki	105868			61.02	21.68		Precipitation	1961	1966
Laitila Pahojoki	105586			60.68	21.97		Precipitation	1942	1966
Laitila Palttila	101060	1017	5960	60.89	21.66	13	Weather	1987	2000
Laitila Valko	106141			60.88	21.7		Precipitation	1941	1945
Lammi Evo	106395			61.18	25.08		Precipitation	1936	1944
Lammi Evo	101176	1425		61.18	25.25		Precipitation	1971	1996
Lammi Evo	101155	1404		61.18	25.08	127	Weather	1949	1964
Lammi Evo	101180	1429	2776	61.2	25.13	132	Weather	1986	1988
Lammi Jahkola	101174	1423		61.04	25.01	145	Precipitation	1967	2009
Lammi Jahkola	101161	1410		61.05	25.01	120	Precipitation	1929	1944
Lammi Jahkola Ojastenmäki	106233			61.03	25.02		Precipitation	1942	1943
Lammi Kirkonkylä	106072			61.08	25.05		Precipitation	1929	1950
Lammi Kostila	101173	1422		61.12	25.13	132	Precipitation	1968	2008
Lammi Kuurikka	101171	1420		61.12	25.08	125	Precipitation	1969	1975
Lammi Niipala	101142	1314		61.05	24.98	144	Precipitation	1967	1978
Lammi Ronni	101172	1421		61.08	25.13	120	Precipitation	1968	1993
Lammi Tirmula	101162	1411		61.06	25	128	Precipitation	1967	2009
Lammi Urjankangas	101177	1426		61.1	25.13		Precipitation	1969	1988
Lammi Vestola	101164	1413	5775	61.15	25.25	147	Weather	1970	2000
Lapinjärvi Ingermanninkylä	101193	1503	5386	60.62	26.14	26	Weather	1955	1996
Lapinjärvi Kimonkylä	105888			60.72	26.32		Precipitation	1923	1966
Lapinjärvi Kirkonkylä	106172			60.63	26.23		Precipitation	1938	1945
Lapinlahti Lamminkäyrä	101577	3608		63.38	27.37	87	Precipitation	1968	
Lapinlahti Naarvanlahti	105439			63.22	27.55		Precipitation	1939	1966
Lapinlahti Ollikkala	105869			63.45	27.65		Precipitation	1941	1942
Lappajärvi Kirkonkylä	105967			63.22	23.63		Precipitation	1927	1964
Lappajärvi Kärnä	101516	3214		63.18	23.65		Precipitation	1977	1996
Lappee Iitiä	106241			61.05	28		Precipitation	1942	1943
Lappee Rikkilä	105658			60.88	28.17		Precipitation	1942	1945
Lappeenrannan keskusta	104362			61.06	28.18	107	Air quality (urban)	1995	2002
Lappeenrannan keskusta 2	104018			61.06	28.2	107	Air quality (urban)	2002	2007
Lappeenrannan keskusta 3	104043			61.06	28.23	106	Air quality (urban)	2007	2008
Lappeenranta airport	101237	1701	2958	61.04	28.15	105	Weather	1950	
Lappeenranta Hiekkapakka	101252	1716	2919	61.2	28.47	77	Weather	2009	
Lappeenranta Ihalainen	103114			61.04	28.18	84	Air quality (urban)	1991	
Lappeenranta Joutsenon keskusta	103115			61.12	28.5	103	Air quality (urban)	1997	
Lappeenranta keskusta 4	103116			61.06	28.18	106	Air quality (urban)	2008	
Lappeenranta Konnunsuo	101246	1710	2733	61.04	28.56	46	Weather	1991	
Lappeenranta Lauritsala	103117			61.07	28.26	105	Air quality (urban)	1994	
Lappeenranta Lepola	101247	1711	2959	61.06	28.21	103	Weather	1995	
Lappeenranta Palolaitos, Joutseno	104262			61.11	28.48	103	Air quality (urban)	1990	2011
Lappeenranta Pulp	103120			61.13	28.45	105	Air quality (urban)	1996	
Lappeenranta Pulpin kirjasto	104357			61.12	28.45	105	Air quality (urban)	1990	1996
Lappeenranta Tirilä Pekkasenkatu	103123			61.06	28.25	91	Air quality (urban)	1989	
Lappi Kaukola	101052	1009		61.07	21.91	40	Precipitation	1923	2008
Lappi Kulanperä	101053	1010		61.12	21.76	18	Precipitation	1958	2008
Lappi Tl Kaukola	106063			61.07	21.92		Precipitation	1923	1951
Lappi Vojakkala	106318			60.78	24.15		Precipitation	1960	1961
Lapua	106303			62.9	23.17		Precipitation	1927	1928
Lapua Haapakoski	101510	3208		62.95	23.15	45	Precipitation	1960	1974
Lapua Siirilä	101504	3202		62.97	23.01	34	Weather	1935	1984
Lapua Tiistenjoki	101515	3213		62.9	23.28	60	Precipitation	1974	2001
Lapua Tiistenjoki	101517	3215		62.92	23.33		Precipitation	1978	1996
Lapväärti	105455			62.27	21.53		Precipitation	1942	1951
